driver,team,compound,stint_length,tyre_age,track_temp,air_temp,lap_time,track_name,degradation_rate,remaining_grip
NOR,McLaren,HARD,76,33,45.9,21.9,79.233,Monaco,-0.06749260423786745,76.6543429844096
NOR,McLaren,HARD,76,34,45.1,22.0,79.243,Monaco,-0.06749260423786745,74.86874536005936
NOR,McLaren,HARD,76,35,44.5,21.9,78.714,Monaco,-0.06749260423786745,83.08685968819589
NOR,McLaren,HARD,76,36,44.4,21.8,78.582,Monaco,-0.06749260423786745,83.93674832962138
NOR,McLaren,HARD,76,37,44.5,21.8,77.958,Monaco,-0.06749260423786745,86.30542930706383
NOR,McLaren,HARD,76,38,44.8,21.8,77.994,Monaco,-0.06749260423786745,84.03376245382302
NOR,McLaren,HARD,76,39,44.7,21.8,78.303,Monaco,-0.06749260423786745,76.66862196350627
NOR,McLaren,HARD,76,40,44.4,22.0,78.824,Monaco,-0.06749260423786745,65.34811000410477
NOR,McLaren,HARD,76,41,44.4,22.0,78.519,Monaco,-0.06749260423786745,69.43862084406135
NOR,McLaren,HARD,76,42,44.7,21.9,79.436,Monaco,-0.06749260423786745,50.72977349901113
NOR,McLaren,HARD,76,43,44.8,21.9,79.796,Monaco,-0.06749260423786745,42.413104966603214
NOR,McLaren,HARD,76,44,44.5,22.0,78.906,Monaco,-0.06749260423786745,57.41820217172282
NOR,McLaren,HARD,76,45,44.2,22.0,77.897,Monaco,-0.06749260423786745,74.64353147505503
NOR,McLaren,HARD,76,46,44.5,21.9,78.215,Monaco,-0.06749260423786745,67.11047427142807
